1.2.840.113654.2.70.1.53284892729055863073076535270132068023
1.2.840.113654.2.70.1.183980160546679407618964579902298715345
1.2.840.113654.2.70.1.334519154150144812192947874893785654274
1.2.840.113654.2.70.1.241040138228201167885977709222806104520
20160402
102242.132110
LAD
303
22.181467056274414 -156.77085876464844 -314.5504150390625
22.484338760375977 -156.75592041015625 -314.48345947265625
22.787208557128906 -156.74099731445312 -314.4164733886719
23.090078353881836 -156.72613525390625 -314.3494873046875
23.392942428588867 -156.71163940429688 -314.2823791503906
23.695756912231445 -156.7000274658203 -314.2145080566406
23.99844741821289 -156.69227600097656 -314.14556884765625
24.301063537597656 -156.68658447265625 -314.0760803222656
24.603717803955078 -156.6820068359375 -314.00665283203125
24.906984329223633 -156.67779541015625 -313.93994140625
25.21290397644043 -156.67422485351562 -313.8870849609375
25.521268844604492 -156.67164611816406 -313.85260009765625
25.831321716308594 -156.67047119140625 -313.8386535644531
26.141664505004883 -156.67124938964844 -313.84429931640625
26.451053619384766 -156.67469787597656 -313.86920166015625
26.758493423461914 -156.68121337890625 -313.911865234375
27.063718795776367 -156.69044494628906 -313.9681091308594
27.36720848083496 -156.7015380859375 -314.0329284667969
27.66971778869629 -156.7139129638672 -314.1020202636719
27.972064971923828 -156.72764587402344 -314.17156982421875
28.274484634399414 -156.74453735351562 -314.24005126953125
28.576982498168945 -156.76824951171875 -314.3060607910156
28.879343032836914 -156.8014678955078 -314.3684387207031
29.181344985961914 -156.8429412841797 -314.4276428222656
29.482860565185547 -156.89117431640625 -314.48419189453125
29.783681869506836 -156.94647216796875 -314.5379333496094
30.08414077758789 -157.0050811767578 -314.59014892578125
30.384557723999023 -157.06509399414062 -314.6410217285156
30.685400009155273 -157.1243133544922 -314.69024658203125
30.987171173095703 -157.1805877685547 -314.7371826171875
31.29016876220703 -157.23255920410156 -314.78106689453125
31.59436798095703 -157.28042602539062 -314.8211364746094
31.899795532226562 -157.3246612548828 -314.8556823730469
32.20677947998047 -157.36428833007812 -314.8807067871094
32.51471710205078 -157.40036010742188 -314.8983154296875
32.82320785522461 -157.43350219726562 -314.911376953125
33.13216781616211 -157.4630889892578 -314.9217224121094
33.441612243652344 -157.4876251220703 -314.930419921875
33.751548767089844 -157.50526428222656 -314.9380187988281
34.0618782043457 -157.51318359375 -314.9443359375
34.37228775024414 -157.50607299804688 -314.9485168457031
